sr. no.,Country,text,timestamp,tweet_url,likes,retweets,Related to Covid,Tweet Type,Tweet Sub-Type
198,Canada,"Canadians & Afghans are grieving together, and we’re going to work together to get answers & justice for families. It was the focus of my call with President @ashrafghani and it will be the focus of the upcoming meeting in London. More on our conversation: https://pm.gc.ca/en/news/readouts/2020/01/15/prime-minister-justin-trudeau-speaks-president-islamic-republic …",2020-01-15 21:41:58,/JustinTrudeau/status/1217562592832638976,860,153,No,,
199,Canada,Congratulations to @TareqHadhad and all the new Canadians who became citizens today. We’re lucky to have you!  https://twitter.com/CitImmCanada/status/1217558927778504705 …,2020-01-16 00:50:25,/JustinTrudeau/status/1217610019597901824,3992,425,No,,
200,Canada,I had a call with @MohamedBinZayed this afternoon. You can read a summary of our conversation here: https://pm.gc.ca/en/news/readouts/2020/01/15/prime-minister-justin-trudeau-speaks-his-highness-sheikh-mohammed-bin …,2020-01-16 02:21:26,/JustinTrudeau/status/1217632923702255616,442,72,No,,
201,Canada,"The Secretary-General of the @UN, @antonioguterres, and I spoke on the phone today about the need for a complete & thorough investigation into last week’s tragedy in Iran, and how the @icao can support that. Get the details of our call here: https://pm.gc.ca/en/news/readouts/2020/01/15/prime-minister-justin-trudeau-speaks-secretary-general-united-nations …",2020-01-16 02:58:01,/JustinTrudeau/status/1217642133080936449,930,186,No,,
202,Canada,"There were tears, and there was laughter in St. John’s today as we said goodbye and celebrated the incredible life of John Crosbie. Rest In Peace, John. pic.twitter.com/KNzBevuMlZ",2020-01-16 22:11:16,/JustinTrudeau/status/1217932355626852354,2005,189,No,,
203,Canada,"Today we honour Raoul Wallenberg, who worked selflessly to save tens of thousands of Hungarian Jews from the Nazis. He was a true hero, and should inspire us all to stand up against antisemitism & hatred in all its forms wherever & whenever it occurs. https://pm.gc.ca/en/news/statements/2020/01/17/statement-prime-minister-raoul-wallenberg-day …",2020-01-17 14:10:08,/JustinTrudeau/status/1218173663335321600,2473,532,No,,
204,Canada,WATCH LIVE: I’m giving an update about the Flight PS752 tragedy from the National Press Theatre in Ottawa.http://bit.ly/30zBU3Z ,2020-01-17 16:20:46,/JustinTrudeau/status/1218206539703619585,604,138,No,,
205,Canada,"To everyone in NL affected by the storm, please listen to your local authorities. We want you to stay safe, and keep the roads clear for emergency vehicles & snow clearing. @BillBlair is in contact with the province & is monitoring the situation. We’re ready to help if needed.",2020-01-17 18:36:49,/JustinTrudeau/status/1218240776251019266,3836,683,No,,
206,Canada,Quebec is mourning the passing of Maman Dion today. Thérèse Dion has a special place in our hearts – she was an icon in her own right & a generous philanthropist. My thoughts are with @celinedion and her entire family during this difficult time.,2020-01-17 21:25:30,/JustinTrudeau/status/1218283226831126528,3260,570,No,,
207,Canada,I sat down with LGen Roméo Dallaire to talk about the Vancouver Principles & Canada’s commitment to end the use of child soldiers. We also spoke about how we can keep working with our allies to promote peace & security. Thanks for sharing your wisdom & thoughts with me today. pic.twitter.com/MXCbi01mCm,2020-01-18 01:06:15,/JustinTrudeau/status/1218338782258307072,1885,256,No,,
208,Canada,Thinking of our friends & neighbours in NL who are dealing with the aftermath of yesterday’s massive blizzard. Stay safe out there and listen to your local authorities. We’re here for you and stand ready to help in any way we can.,2020-01-18 15:39:23,/JustinTrudeau/status/1218558509970874368,5607,613,No,,
209,Canada,"Help is on the way. Ministers @BillBlair, @HarjitSajjan, and @SeamusORegan are working with @PremierofNL to make sure people in Newfoundland & Labrador get the support they need. We’ll get through this together. https://twitter.com/PremierofNL/status/1218621363860262914 …",2020-01-18 21:35:24,/JustinTrudeau/status/1218648105136087045,3615,654,No,,
210,Canada,"That’s wonderful news, Vance. Congrats! And welcome to the world, Harper Rose!",2020-01-19 17:06:18,/JustinTrudeau/status/1218942772410974209,33,5,No,,
211,Canada,We’ve just wrapped up a productive first day of our Cabinet meeting here in Winnipeg. At the top of the agenda today was talking about how we can continue to keep our economy strong & growing so that everyone - from every region - has a real & fair shot at success.,2020-01-20 02:53:37,/JustinTrudeau/status/1219090575695253504,3333,362,No,,
212,Canada,"Picked up some of Winnipeg’s best to keep us going through another full day of Cabinet meetings. Thanks for the fuel, @OhDoughnuts. #shoplocal pic.twitter.com/9vrgWnUdxo",2020-01-20 19:33:38,/JustinTrudeau/status/1219342239773622272,10552,839,No,,
213,Canada,"Spent some time with Premier @BrianPallister this morning. We had a good meeting focused on addressing some of the issues that matter most to people in Manitoba. From fighting climate change to investing in infrastructure, we’re going to keep working together for Manitobans. pic.twitter.com/UXmYTlPm0c",2020-01-20 21:50:33,/JustinTrudeau/status/1219376695452602368,919,115,No,,
214,Canada,"Earlier today, I met with Winnipeg’s @Mayor_Bowman to talk about what we can do to help keep people safe across the city. We also talked about important infrastructure projects and our commitment to fighting climate change and planting trees. pic.twitter.com/o63so9ssMv",2020-01-20 23:33:35,/JustinTrudeau/status/1219402624132354053,1196,154,No,,
215,Canada,"In our Cabinet meetings today, we focused on what we can do to build stronger communities across the country. Our conversations also covered our plan to make sure Parliament keeps working to address the issues that matter most to you and your family.",2020-01-21 00:53:26,/JustinTrudeau/status/1219422720217288704,2515,274,No,,
216,Canada,"That’s a wrap on our Cabinet meeting where we’ve been working on our priorities for the year ahead, and when the House returns next week we’ll be focused on:
Ratifying NAFTA
Making life more affordable
Keeping communities safe, &
Fighting climate change pic.twitter.com/GQjUNk4VYG",2020-01-21 18:56:14,/JustinTrudeau/status/1219695214861934593,2331,329,No,,
217,Canada,Got any plans this summer? We’re looking for young leaders from across the country to join our team. Learn more about this unique opportunity & apply today:  https://slp2020ple.infolib.ca/  pic.twitter.com/bt7NrsMXjg,2020-01-21 21:52:52,/JustinTrudeau/status/1219739665374121986,654,233,No,,
218,Canada,"He’s in! From the Montreal Expos all the way to the Baseball Hall of Fame - congratulations, @Cdnmooselips33! #LarryWalkerHOF https://twitter.com/TSN_Sports/status/1219761061370396672 …",2020-01-22 00:37:52,/JustinTrudeau/status/1219781189587947522,2461,311,No,,
219,Canada,"Today, we remember the young victims of the senseless attack in La Loche. They were full of promise and potential. This terrible loss will never be forgotten. But the people of La Loche have shown that, even out of darkness, hope will find a way. https://pm.gc.ca/en/news/statements/2020/01/22/statement-prime-minister-fourth-anniversary-shootings-la-loche …",2020-01-22 14:09:07,/JustinTrudeau/status/1219985346877952008,833,131,No,,
220,Canada,"A beloved comedian, a brilliant writer & director, and a creative powerhouse - Terry Jones was one of a kind. Sending my condolences to his family, friends, and legions of fans around the world. We’ll miss you, Terry.",2020-01-22 16:31:03,/JustinTrudeau/status/1220021065394671616,4471,543,No,,
221,Canada,"Vincent Rigby has two decades of experience in national defence, public safety, and foreign affairs. Starting January 27, he will play an essential role in protecting Canadians in his new position as National Security and Intelligence Advisor. https://pm.gc.ca/en/news/backgrounders/2020/01/22/vincent-rigby …",2020-01-22 19:00:29,/JustinTrudeau/status/1220058670693830657,415,80,No,,
222,Canada,"This morning, I met with New Zealand’s new High Commissioner, His Excellency Martin Harvey. Welcome to the role - and to Ottawa! I’m looking forward to working with you, and @jacindaardern, to build on the strong relationship between our two countries. pic.twitter.com/SnprmcLnmJ",2020-01-22 21:10:55,/JustinTrudeau/status/1220091497334411268,1254,152,No,,
223,Canada,.@JakuKonbit does incredible work supporting youth in Ottawa. We spent some time this afternoon talking about their programs and how they’re helping to build a more inclusive community. pic.twitter.com/aA557cjWKF,2020-01-22 23:33:27,/JustinTrudeau/status/1220127364501450752,989,137,No,,
224,Canada,"Earlier today, I spoke with President @RTErdogan and thanked him for Turkey’s assistance in the aftermath of the tragic event in Iran. More on our call here: https://pm.gc.ca/en/news/readouts/2020/01/22/prime-minister-justin-trudeau-speaks-recep-tayyip-erdogan-president-turkey …",2020-01-23 00:24:00,/JustinTrudeau/status/1220140086114836485,605,94,No,,
225,Canada,Great to have the team back in Ottawa - here’s to another year of hope and hard work! pic.twitter.com/rjQJVSaMEY,2020-01-23 03:35:54,/JustinTrudeau/status/1220188379628916737,3227,269,No,,
226,Canada,"The team’s back in Ottawa ahead of the House returning next week. We’re taking today & tomorrow to talk about our plan to strengthen gun control & keep our communities safe, fight climate change, and make life more affordable for you & your family. pic.twitter.com/9id5uxNxiS",2020-01-23 22:08:54,/JustinTrudeau/status/1220468476822859777,1862,222,No,,
227,Canada,"Spicy P is headed to the #NBAAllStar game! Congrats, @pskills43.  https://twitter.com/TSN_Sports/status/1220497276512153602 …",2020-01-24 01:52:57,/JustinTrudeau/status/1220524860369199104,2243,238,No,,
228,Canada,"Senator Marc Gold has served his community & our country for decades. As the new Government Representative in the Senate, he’ll help us find common ground as we work to keep our communities safe, make life more affordable, and fight climate change. https://pm.gc.ca/en/news/news-releases/2020/01/24/prime-minister-announces-new-government-representative-senate …",2020-01-24 14:36:45,/JustinTrudeau/status/1220717075515219968,584,107,No,,
229,Canada,"Jim Lehrer was a giant in journalism who delivered the news to millions with integrity & poise, setting a high bar for all who followed. My thoughts are with his loved ones, colleagues, and all his adoring viewers.",2020-01-24 17:09:42,/JustinTrudeau/status/1220755566261407744,1108,152,No,,
230,Canada,"We’ve got our work cut out for us when Parliament returns next week. Over the past two days, our team’s had a chance to talk about our goals & priorities and how we’re going to make sure we keep delivering on the things that matter most to you & your family.",2020-01-24 20:58:38,/JustinTrudeau/status/1220813181297352705,1930,209,No,,
231,Canada,Devastating news from Turkey this evening. Our hearts go out to everyone who was injured or who has lost a loved one in today’s earthquake. We’re keeping you in our thoughts tonight.,2020-01-25 00:44:32,/JustinTrudeau/status/1220870029488599040,7749,1333,No,,
232,Canada,Happy Chinese New Year to everyone celebrating the Spring Festival and welcoming the Year of the Rat! I hope you and your family have a peaceful and prosperous year full of good fortune! https://pm.gc.ca/en/news/statements/2020/01/25/statement-prime-minister-chinese-new-year …,2020-01-25 14:00:54,/JustinTrudeau/status/1221070441521074176,1558,267,No,,
233,Canada,"Happy Lunar New Year! To Koreans in Canada and around the world celebrating Seollal today, I wish you health, happiness, and prosperity. https://pm.gc.ca/en/news/statements/2020/01/25/statement-prime-minister-korean-new-year …",2020-01-25 14:15:11,/JustinTrudeau/status/1221074038044483585,903,157,No,,
234,Canada,"As we mark the Vietnamese New Year and look forward to the arrival of spring, I want to wish everyone celebrating a very happy Tết Nguyên Đán! https://pm.gc.ca/en/news/statements/2020/01/25/statement-prime-minister-vietnamese-new-year …",2020-01-25 14:30:46,/JustinTrudeau/status/1221077957739012097,832,146,No,,
235,Canada,"On Monday, I’ll meet with @jguaido, the Interim President of Venezuela. We’ll talk about the importance of democracy & the need for a peaceful, Venezuelan-led transition toward free & fair elections as soon as possible. More on his visit to Ottawa: https://pm.gc.ca/en/news/news-releases/2020/01/26/interim-president-venezuela-juan-guaido-visit-canada …",2020-01-26 18:30:20,/JustinTrudeau/status/1221500635511689216,9453,4214,No,,
236,Canada,There’s a lot of Canadian talent to root for at the #Grammys this evening. Congratulations & good luck to all of you!,2020-01-27 00:30:31,/JustinTrudeau/status/1221591278623887361,5097,374,No,,
237,Canada,"Today, 75 years after the liberation of Auschwitz-Birkenau, we remember the more than six million Jews who were senselessly murdered during the Holocaust & the countless other victims. We will honour their memory by vowing: Never Again. #WeRemember https://pm.gc.ca/en/news/statements/2020/01/27/statement-prime-minister-international-holocaust-remembrance-day …",2020-01-27 14:07:00,/JustinTrudeau/status/1221796751599898630,3638,1001,No,,
238,Canada,"This morning, I met with the Incident Response Group to go over the steps we’re taking to prevent the spread of coronavirus in Canada, help families affected by the tragic event in Iran, and support Australia as it battles wildfires. More on our meeting:  https://bit.ly/36CXMx2  pic.twitter.com/5dVd14widR",2020-01-27 23:44:03,/JustinTrudeau/status/1221941972912549888,1443,278,Yes,Action,Message that the government is working
239,Canada,"Canada stands with the people of Venezuela as they pursue free & fair elections and human rights. In our meeting today, I commended Interim President @jguaido for the leadership he’s shown in his efforts to return democracy to Venezuela & offered him our continued support. pic.twitter.com/UPH4Kd2xXG",2020-01-28 00:54:59,/JustinTrudeau/status/1221959823547387904,9487,3010,No,,
240,Canada,"When we met in Arctic Bay last August, Elder Qapik spoke about keeping Inuit traditions alive. She’s an extraordinary woman who made remarkable contributions to Canada’s war efforts. I hope this recognition will keep her story alive - it’s one the world needs to hear. https://twitter.com/ParksCanada/status/1221923323241779200 …",2020-01-28 16:54:02,/JustinTrudeau/status/1222201174528577536,1347,241,No,,
241,Canada,"It’s the 10th year of #BellLetsTalk and, while we’ve come a long way from where the conversation on mental health started, there’s still more work to do to end stigma & make sure Canadians can get the support they need. So let’s keep talking, Canada!",2020-01-29 13:00:29,/JustinTrudeau/status/1222504790971863041,7574,7002,No,,
242,Canada,"Three years ago, 6 people were killed and 19 were wounded at the hands of Islamophobia & hate. Today, we remember the victims & stand with their families, whose lives were forever changed by the terrorist attack at the Centre culturel islamique de Québec. https://pm.gc.ca/en/news/statements/2020/01/29/statement-prime-minister-third-anniversary-fatal-shooting-centre …",2020-01-29 14:16:49,/JustinTrudeau/status/1222524001265815552,2039,589,No,,
243,Canada,"Whether we’re sitting at home or walking to school, Sophie & I talk with our kids regularly about mental health. I’m glad they’re growing up in a world where these conversations are encouraged, and it’s great so many of you are tweeting about #BellLetsTalk. Let’s keep talking! pic.twitter.com/w8wUgSfxBK",2020-01-29 20:55:00,/JustinTrudeau/status/1222624207055523841,4922,2311,No,,
244,Canada,"Canadians are stepping up to show support & help move mental health forward. As a government, we’re committed to supporting people by making historic investments in mental health & increasing resources so they can get the help they need. Tune in for that & more. #BellLetsTalk https://twitter.com/Bell_LetsTalk/status/1222503156417990657 …",2020-01-29 23:47:04,/JustinTrudeau/status/1222667508324425728,2238,1384,No,,
245,Canada,"She did it! Christine Sinclair is now international soccer’s all-time leading goal scorer. Congratulations, @sincy12 – you rock! #Sincy185 https://twitter.com/TSN_Sports/status/1222655860293410824 …",2020-01-30 00:04:00,/JustinTrudeau/status/1222671769171124225,4615,676,No,,
246,Canada,"This is great news for the growing tech sector in Vancouver and Canada - Shopify has chosen Canadian talent again! Congratulations on your continued success & growth, @Shopify! https://twitter.com/Shopify/status/1222279801354031111 …",2020-01-30 00:30:17,/JustinTrudeau/status/1222678384444170241,882,150,No,,
247,Canada,"Businesses across Canada rely on agreements like the new NAFTA to reach new customers and sell their products & services at competitive prices. Today in the House, we took another step towards passing this deal, which will help them grow - and that means more jobs for Canadians.",2020-01-30 01:01:33,/JustinTrudeau/status/1222686252727664640,1393,204,No,,
248,Canada,"We’re all so glad to have you back, my friend. We’ve got a lot of work to do, but I know you’ll keep us laughing along the way.",2020-01-30 19:57:38,/JustinTrudeau/status/1222972157824815105,76,11,No,,
249,Canada,"We’re focused on creating more jobs for workers & more opportunities for businesses. This afternoon, I sat down with the board of @APMACanada and we had a good conversation about the benefits the new NAFTA will create & how we can better support innovation in the auto sector. pic.twitter.com/w6ewuPsvc1",2020-01-31 01:18:43,/JustinTrudeau/status/1223052960843862017,861,101,No,,
250,Canada,"This morning, I spoke with @POTUS Trump about the progress we’re making on the new NAFTA. We also discussed the latest developments on the coronavirus, and the detention of Canadians in China. More on what we talked about here: https://pm.gc.ca/en/news/readouts/2020/01/31/prime-minister-justin-trudeau-speaks-president-united-states-america …",2020-01-31 17:34:52,/JustinTrudeau/status/1223298616334352384,662,121,Yes,International,General update on covid
251,Canada,"Judith Keating and W. Brent Cotter have both led exceptional careers. Their years of service & dedication to regional, cultural, and linguistic diversity will help the Senate better serve all Canadians. More on the experience they’ll bring to the Chamber: https://pm.gc.ca/en/news/news-releases/2020/01/31/prime-minister-announces-appointment-two-senators …",2020-01-31 18:14:55,/JustinTrudeau/status/1223308694596788225,383,64,No,,
252,Canada,"At Vêtements Peerless in Montreal, over 90% of their sales go to the US. The new NAFTA means they can keep selling their products across the border, keep growing, and keep creating jobs. And that’s true for businesses across the country. pic.twitter.com/jzc0TTt3NU",2020-01-31 19:45:23,/JustinTrudeau/status/1223331462277144576,461,69,No,,
253,Canada,The antisemitic defacing of the National Holocaust Monument is completely unacceptable. The fact that this act of hate took place just days after International Holocaust Remembrance Day reminds us that we must all continue to be vigilant & fight antisemitism. https://twitter.com/OttawaCitizen/status/1222864203125592064 …,2020-01-31 21:06:51,/JustinTrudeau/status/1223351961409421312,2197,476,No,,
254,Canada,"This morning, I sat down with leaders from Montreal’s Black community. We had a good conversation that focused on economic opportunity, entrepreneurship, and job creation. pic.twitter.com/55sV4fYh9g",2020-01-31 21:51:24,/JustinTrudeau/status/1223363173853646854,905,127,No,,
255,Canada,Shared some laughs & talked some shop over lunch with interns from my constituency office today. Our conversation was a reminder that this generation is the most engaged & informed our country’s ever seen. pic.twitter.com/B4aJuaM9De,2020-01-31 23:11:53,/JustinTrudeau/status/1223383428910985216,1803,177,No,,
256,Canada,"Our top priority is the safety of Canadians. This afternoon, we convened a meeting with the Incident Response Group focused on the coronavirus. I want Canadians to know that the risk remains low in Canada. pic.twitter.com/DnvmE93SZb",2020-02-01 01:00:03,/JustinTrudeau/status/1223410650325581825,1686,293,Yes,Action,Message that the government is working
257,Canada,"Today, we celebrate the start of #BlackHistoryMonth and honour the legacy of Black Canadians. This month, let’s celebrate the contributions they have made and continue to make to our country. https://pm.gc.ca/en/news/statements/2020/02/01/statement-prime-minister-black-history-month …",2020-02-01 16:01:47,/JustinTrudeau/status/1223637579955888129,2130,495,No,,
258,Canada,"We need to work across borders to fight climate change, create economic growth, and address global security challenges. We'll be meeting with other leaders & security experts in Ethiopia, Senegal, and Germany next week to do just that. Get the details: https://pm.gc.ca/en/news/news-releases/2020/02/01/prime-minister-travel-ethiopia-senegal-and-germany …",2020-02-01 17:21:36,/JustinTrudeau/status/1223657666150633472,1340,237,No,,
259,Canada,"Had a wonderful time celebrating the Year of the Rat with friends in Scarborough this morning. No matter how you celebrate the New Year, it’s a chance to be thankful for the people around us. Happy Lunar New Year! pic.twitter.com/yCH4qlQDxq",2020-02-01 19:34:55,/JustinTrudeau/status/1223691217462009856,2266,296,No,,
260,Canada,"International development workers & volunteers work hard every day to empower people, uplift communities & build stronger economies. This week, we say thanks & recognize the important role they play in building a more prosperous & peaceful world. #IDW2020 https://pm.gc.ca/en/news/statements/2020/02/02/statement-prime-minister-international-development-week …",2020-02-02 14:02:14,/JustinTrudeau/status/1223969881277726720,869,174,No,,
261,Canada,"It’s the last week to apply for the Summer Leadership Program! If you’re a young leader who’s interested in joining our team & helping to make a real difference for Canadians, apply before it’s too late: http://slp2020ple.infolib.ca  pic.twitter.com/3gLJUG2Pat",2020-02-02 17:02:30,/JustinTrudeau/status/1224015248291659780,585,157,No,,
262,Canada,"Regardless of which team you’re rooting for in tonight’s big game, to know there’s a Canadian (and fellow Montrealer and McGill grad!) on the field is something we can all be proud of. Go get ‘em, @LaurentDTardif! #SBLIV https://twitter.com/CNN/status/1223935626145337344 …",2020-02-02 19:44:03,/JustinTrudeau/status/1224055903260987395,3861,563,No,,
263,Canada,"At home & abroad, we’re working to do everything necessary to keep Canadians safe. During our meeting with the Incident Response Group this afternoon, we discussed the coronavirus & our plans to bring Canadians home from the affected areas in China.",2020-02-02 23:34:25,/JustinTrudeau/status/1224113876125528070,3357,434,Yes,Action,Message that the government is working
264,Canada,"Add #SuperBowl champion to the resumé! Congratulations on last night’s incredible victory, @LaurentDTardif! https://twitter.com/JustinTrudeau/status/1224055903260987395 …",2020-02-03 15:06:52,/JustinTrudeau/status/1224348533530275840,1391,169,No,,
265,Canada,"This morning on the Hill, we met with leaders & members of Black organizations. We had a good conversation focused on economic development, creating more opportunities for entrepreneurs, and increasing diversity in leadership roles in government & business. #BlackPACan pic.twitter.com/KCG51X1qKm",2020-02-03 20:45:25,/JustinTrudeau/status/1224433734578884608,1251,202,No,,
266,Canada,"As a political prisoner, Oleg Sentsov displayed remarkable strength & courage. On the Hill today, we spoke about his work fighting for the rights of the oppressed & wrongly imprisoned, and I reaffirmed Canada’s unwavering support for Ukraine’s sovereignty & territorial integrity. pic.twitter.com/UUCBvwlRJp",2020-02-04 22:19:18,/JustinTrudeau/status/1224819745381371913,767,192,No,,
267,Canada,"When they courageously come forward to seek justice & healing, survivors of sexual assault should be met with dignity, compassion, and respect. We’ll keep working across party lines & advocating for changes to our justice system until that’s always the case. https://twitter.com/MaryamMonsef/status/1224732822814035968 …",2020-02-04 23:09:02,/JustinTrudeau/status/1224832262564466690,1992,346,No,,
268,Canada,"A groundbreaking researcher & one of our country’s greatest scientists, Frank Plummer’s passing is a tremendous loss for the scientific community in Canada & around the world. My deepest condolences to his family, friends, and colleagues.",2020-02-05 00:02:41,/JustinTrudeau/status/1224845765954154497,892,151,No,,
269,Canada,"Every day, they work hard to produce the quality products we enjoy – and that’s why Canadian dairy farmers, their families, and their communities can always count on our support. Thanks for the conversation, @dfc_plc. pic.twitter.com/AczjiNZWII",2020-02-05 01:04:23,/JustinTrudeau/status/1224861292151877632,674,112,No,,
270,Canada,"We’re working with mayors across the country to build stronger & safer communities and we’ve accomplished a lot, but there’s more work to do. Had another good meeting with Mayor @doniveson this afternoon focused on how we can keep creating opportunities for Edmontonians. pic.twitter.com/PBPbCwXtRt",2020-02-05 02:18:52,/JustinTrudeau/status/1224880038136438784,969,135,No,,
271,Canada,Hey Canada - Fred Arsenault’s 100th birthday is coming up next month. Let’s give this Canadian hero the thanks he deserves. pic.twitter.com/VV7EwPvBF0,2020-02-05 02:48:48,/JustinTrudeau/status/1224887567365165056,4521,990,No,,
272,Canada,"Thinking back to one of my favourite meetings from last year & wishing you the happiest of birthdays, Ella-Grace! You bring so much joy to my life. Je t’aime. pic.twitter.com/j5SoJpKfzX",2020-02-05 14:00:10,/JustinTrudeau/status/1225056522356523009,6404,433,No,,
273,Canada,"There’s no greater honour than representing the people of Papineau & being their voice in Ottawa. This morning at Quebec caucus, my colleagues and I talked about the concerns & priorities we've heard from people across the province - and how we’ll work to deliver real results. pic.twitter.com/6aIIMP6qmy",2020-02-05 17:14:32,/JustinTrudeau/status/1225105436426350592,894,101,No,,
274,Canada,"Saddened by the news of Jacques Ménard’s passing. An extraordinary leader in business & philanthropy, and with a deep commitment to bettering society, Jacques’ legacy will live on in Quebec & beyond. My thoughts are with his family, his friends, and all who knew him.",2020-02-05 18:26:49,/JustinTrudeau/status/1225123628771172352,744,84,No,,
275,Canada,"In 2017, we created the National Security and Intelligence Committee, and today we announced its new members who’ll work hard to help protect Canadians & the values, rights, and freedoms that define our way of life. Learn more: https://pm.gc.ca/en/news/news-releases/2020/02/05/prime-minister-announces-members-national-security-and-intelligence …",2020-02-05 21:09:50,/JustinTrudeau/status/1225164652633563138,510,112,No,,
276,Canada,"This week, more Canadian firefighters are heading to Australia to help battle the devastating wildfires that continue to burn. We’re all proud of the brave women & men involved in this effort - they have the support & thanks of all Canadians.",2020-02-05 22:20:11,/JustinTrudeau/status/1225182359126990849,4718,656,No,,
277,Canada,"A leading scholar. A beloved mentor. An exemplary Canadian. Peter Hogg’s contributions to our country & our democracy are immeasurable, and I was sorry to hear of his passing today. During this difficult time, we’ll keep his loved ones & colleagues in our thoughts.",2020-02-05 23:16:08,/JustinTrudeau/status/1225196436872142857,984,137,No,,
278,Canada,"Congratulations, Northern Compass! Thank you for creating more opportunities for young people across the North, and for helping to build a future where all youth have a fair & equal shot at success. #ArcticPrize https://twitter.com/ArcticPrize/status/1225252751493550080 …",2020-02-06 17:48:58,/JustinTrudeau/status/1225476491586260992,626,101,No,,
279,Canada,"When our cities do well, our country does well - we’ll always be a strong partner for our cities & the people who call them home. At today’s Big City Mayors’ meeting, we talked about supporting infrastructure projects, fighting climate change, strengthening gun control, and more. pic.twitter.com/lKAGVBcY5z",2020-02-06 21:18:49,/JustinTrudeau/status/1225529300058853377,1405,212,No,,
280,Canada,"Next stop: Ethiopia. Focus of the trip: economic opportunities, climate change, global security, gender equality - stay tuned for updates from Ethiopia, Senegal, and Germany.",2020-02-06 23:40:06,/JustinTrudeau/status/1225564855870115840,3083,383,No,,
281,Canada,"We’ve landed in Addis Ababa, where we’re ready to get to work on our shared priorities - because by working together, we can create more opportunities & build a brighter future for Canadians & for Ethiopians. Thanks for the warm welcome, Prime Minister @AbiyAhmedAli. pic.twitter.com/OSBC0I5wCl",2020-02-07 19:55:02,/JustinTrudeau/status/1225870605083455489,2624,345,No,,
282,Canada,"Started our day with the @_AfricanUnion Commission - the work they do to promote an integrated, peaceful, and prosperous Africa is critically important. We met with @AUC_MoussaFaki to express our support & talk about how important it is for economic growth to benefit everyone. pic.twitter.com/UxBhfipLfB",2020-02-08 20:43:17,/JustinTrudeau/status/1226245137036201984,884,142,No,,
283,Canada,"Canadians and Ethiopians share the same ambition to create a future where everyone - regardless of gender - can reach their full potential. And by working with the @_AfricanUnion to make sure everyone has the tools they need to succeed, we’ll create that future together. pic.twitter.com/Bmk1NCmtt7",2020-02-08 21:37:17,/JustinTrudeau/status/1226258724265844737,1327,187,No,,
284,Canada,"From growing our economies & protecting our environment, to strengthening trade, to advancing gender equality - Canada and Ethiopia are on the same page. This morning, Prime Minister @AbiyAhmedAli and I spoke about how we can continue this work together:  https://bit.ly/3bpwj5d  pic.twitter.com/4ncD0sg61h",2020-02-08 22:15:08,/JustinTrudeau/status/1226268250566201345,554,85,No,,
285,Canada,"A symbol of Prime Minister @AbiyAhmedAli’s democratic reforms & the positive transformation taking place across the country, Ethiopia’s Unity Park lives up to its name. We toured the park earlier & enjoyed a traditional coffee ceremony - thanks for making us feel so welcome. pic.twitter.com/Q4BiCl5j3Q",2020-02-08 22:59:41,/JustinTrudeau/status/1226279461638856704,1645,230,No,,
286,Canada,"As one of the fastest growing economies in the world, Ethiopia’s set to become a major economic hub that could open up new markets & create new jobs for people in both our countries. President @SahleWorkZewde and I talked about these opportunities & more:  https://bit.ly/39kqnc1  pic.twitter.com/wWZukrx9Jv",2020-02-08 23:36:41,/JustinTrudeau/status/1226288771940917248,1302,191,No,,
287,Canada,"Over the past few years, Rwanda’s President, @PaulKagame, and I have a met a couple times. We often talk about the relationship between our countries, and today we touched on trade and investment, as well as climate action. More on our meeting here:  https://bit.ly/2SxUkP9  pic.twitter.com/3RPSpoh8jk",2020-02-09 00:10:36,/JustinTrudeau/status/1226297309278941187,2058,424,No,,
288,Canada,"The ties between Canada and Egypt, and the people who call our two countries home, run deep. President @AlsisiOfficial and I sat down today to talk about strengthening economic relations, supporting peace & development around the world, and more:  https://bit.ly/2Su038x  pic.twitter.com/JSCqT6VzD0",2020-02-09 00:27:39,/JustinTrudeau/status/1226301598990819328,775,182,No,,
289,Canada,"Whether it’s promoting human rights, taking climate action, protecting our oceans, or strengthening trade, Canada and Cabo Verde have many shared priorities. Earlier today, I met with @PresidenciaCV to touch on those priorities & more. Get the details:  https://bit.ly/2uxBKhX  pic.twitter.com/LccnrtM8T6",2020-02-09 00:57:22,/JustinTrudeau/status/1226309078294695936,679,96,No,,
290,Canada,"We live in a world where it can be easier to think of what divides us than what unites us. But we’re not going to let that stand in our way - when we work together, we can deliver real results for people in Canada and Ethiopia. Here’s to being good friends & strong allies! pic.twitter.com/nG1jyQnInH",2020-02-09 02:11:50,/JustinTrudeau/status/1226327816704315392,5484,720,No,,
291,Canada,"As the largest economy & most populous country in Africa, Nigeria’s a key partner for Canada. This morning, President @MBuhari & I spoke about the growing number of Canadian & Nigerian companies working together, as well as other shared priorities. More:  https://bit.ly/2SubHQJ  pic.twitter.com/54KcJKyrhe",2020-02-09 17:15:51,/JustinTrudeau/status/1226555320249520129,2705,815,No,,
292,Canada,"As two maritime nations that rely on healthy oceans & coasts, Canada & Mauritius share the same goals of keeping our oceans clean & reducing pollution. Today’s meeting with Prime Minister @PKJugnauth covered that, the blue economy, and more:  https://bit.ly/3bqIeQz  pic.twitter.com/b7Q5Un7EYh",2020-02-09 20:09:38,/JustinTrudeau/status/1226599054693498881,630,95,No,,
